ARPU,Internet Usage,Voice Usage,SMS Usage,Customer Segment,Gender,Location,Age,Churn
379,380,440,460,Food,M,Chandigarh,25-30,74
155,269,231,112,Food,F,Mysore,40-45,33
464,433,205,107,Lifestyle,M,Chennai,65-70,76
163,348,141,499,Hacking,M,Jaipur,40-45,1
498,479,241,210,Food,M,Mumbai,40-45,52
331,435,174,347,Food,M,Jaipur,55-60,70
259,426,350,402,Travel,M,Jodhpur,45-50,62
289,128,490,250,Hacking,M,Bangalore,35-40,63
250,374,119,128,Travel,M,Jaipur,35-40,20
214,484,361,370,Travel,M,Chennai,35-40,7
368,435,209,272,War,M,Delhi,65-70,39
287,152,271,344,Hacking,F,Mysore,65-70,67
138,479,485,415,War,F,Chennai,35-40,68
451,420,111,441,Food,M,Delhi,65-70,65
228,435,244,484,Hacking,M,Chennai,50-55,28
324,457,426,418,Travel,F,Mysore,20-25,85
263,371,430,123,Lifestyle,M,Chennai,45-50,12
350,212,193,217,Hacking,F,Mysore,20-25,88
450,174,340,421,Food,M,Delhi,50-55,67
207,413,445,410,War,M,Chennai,50-55,24
100,362,163,107,Hacking,F,Mumbai,65-70,91
469,279,452,463,War,M,Pune,55-60,6
342,232,348,495,Lifestyle,F,Mumbai,25-30,19
399,318,423,110,Banking,F,Pune,30-35,73
468,291,222,222,Banking,F,Chennai,50-55,38
403,242,266,446,War,F,Chennai,20-25,50
228,129,440,476,Lifestyle,M,Mumbai,55-60,75
336,274,325,185,Food,M,Mysore,60-65,50
435,268,335,140,Food,M,Jaipur,25-30,37
474,333,234,475,Hacking,F,Chennai,40-45,14
404,446,346,464,Travel,F,Jaipur,55-60,32
450,171,476,185,War,F,Jaipur,25-30,10
427,124,278,118,Banking,M,Mysore,45-50,38
209,349,446,110,Lifestyle,F,Jodhpur,35-40,64
283,202,145,308,Banking,M,Mysore,55-60,26
412,476,374,392,War,M,Delhi,20-25,0
329,293,130,273,Lifestyle,M,Bangalore,55-60,70
492,255,348,152,Banking,M,Jaipur,20-25,45
303,379,123,138,Banking,F,Mysore,25-30,6
144,325,400,312,Travel,M,Jodhpur,50-55,59
300,185,144,179,Banking,M,Chennai,65-70,44
157,165,366,229,Hacking,F,Jodhpur,40-45,11
460,175,451,380,Travel,M,Jodhpur,40-45,13
257,191,133,267,Food,M,Mumbai,45-50,8
155,269,168,212,Hacking,M,Chandigarh,30-35,81
492,150,428,222,Banking,M,Delhi,20-25,92
190,431,199,343,Banking,M,Delhi,65-70,85
346,483,206,423,Lifestyle,F,Pune,40-45,51
305,375,355,453,War,F,Chandigarh,50-55,3
284,272,442,109,Travel,M,Mumbai,55-60,16
425,185,417,430,Hacking,F,Jodhpur,50-55,10
224,322,230,213,Food,M,Jaipur,45-50,45
351,420,114,441,Hacking,M,Jaipur,55-60,23
290,497,414,261,Food,M,Bangalore,30-35,4
330,166,336,497,Food,F,Delhi,30-35,34
422,438,120,399,Banking,F,Delhi,25-30,59
284,248,334,331,Banking,F,Bangalore,20-25,49
270,237,348,122,Food,M,Mysore,25-30,30
313,405,434,220,Food,F,Jaipur,20-25,50
290,423,463,321,Lifestyle,F,Jaipur,45-50,72
458,396,499,311,Travel,F,Bangalore,45-50,30
432,490,405,113,Hacking,F,Mumbai,50-55,94
195,232,240,210,Lifestyle,M,Jodhpur,55-60,27
238,218,429,492,War,M,Bangalore,20-25,75
155,362,285,338,Hacking,M,Jodhpur,40-45,17
165,357,186,298,Banking,M,Delhi,55-60,81
266,467,267,120,Hacking,F,Delhi,65-70,44
349,472,269,207,Travel,F,Mysore,40-45,13
404,300,314,292,War,M,Chandigarh,35-40,88
231,284,353,234,Banking,F,Chandigarh,45-50,40
102,228,120,380,Food,M,Pune,30-35,11
277,117,155,138,Lifestyle,M,Bangalore,60-65,78
445,450,337,168,Hacking,M,Jodhpur,50-55,7
488,369,160,252,Food,F,Chennai,35-40,68
200,335,108,242,Banking,F,Chennai,20-25,61
464,291,118,222,Travel,M,Chennai,30-35,88
481,336,229,350,Banking,F,Mumbai,50-55,35
439,112,229,377,Lifestyle,M,Delhi,30-35,10
171,263,409,242,Hacking,M,Chandigarh,20-25,62
252,222,310,151,Hacking,M,Pune,25-30,11
459,366,368,188,Travel,F,Mumbai,25-30,35
497,233,473,440,Lifestyle,F,Chennai,35-40,47
161,265,196,435,Travel,F,Delhi,35-40,12
411,173,468,484,Hacking,M,Delhi,65-70,67
388,270,180,356,Banking,M,Chennai,65-70,47
187,280,429,324,Food,F,Bangalore,55-60,1
256,208,154,469,Banking,F,Mumbai,65-70,22
295,327,258,218,Hacking,M,Bangalore,65-70,91
211,249,428,410,Banking,M,Pune,30-35,63
352,331,311,279,Lifestyle,M,Chennai,35-40,72
498,425,284,486,Travel,M,Mumbai,45-50,13
142,177,175,310,Travel,M,Chandigarh,40-45,13
264,492,287,317,Travel,M,Pune,55-60,60
255,125,181,278,War,M,Bangalore,40-45,37
133,226,339,289,Food,F,Pune,35-40,52
339,101,125,262,Travel,F,Pune,20-25,23
327,258,408,209,Banking,F,Jodhpur,30-35,48
264,283,428,183,Travel,M,Mumbai,45-50,80
194,329,353,154,Food,F,Mysore,35-40,74
241,118,475,165,Food,F,Pune,20-25,43
422,213,394,280,Banking,M,Delhi,25-30,54
129,192,318,342,Travel,F,Mysore,25-30,82
136,390,161,307,Hacking,F,Chennai,40-45,76
318,278,383,466,Lifestyle,M,Delhi,50-55,69
342,439,103,242,Travel,F,Pune,55-60,68
216,195,175,269,Food,M,Delhi,50-55,60
355,139,125,298,Food,F,Bangalore,60-65,82
496,404,388,108,War,M,Chandigarh,50-55,37
140,472,171,265,Lifestyle,F,Bangalore,25-30,83
179,122,321,367,Banking,F,Jaipur,60-65,71
443,405,290,423,Lifestyle,F,Jaipur,60-65,37
106,326,225,155,Food,M,Mysore,30-35,79
462,367,200,332,Lifestyle,M,Chennai,25-30,2
253,205,499,334,Banking,F,Delhi,55-60,21
291,247,347,342,Food,F,Jodhpur,35-40,30
156,393,108,289,Hacking,F,Chandigarh,55-60,49
495,426,239,213,Travel,M,Chennai,40-45,35
427,246,236,365,Lifestyle,M,Bangalore,40-45,66
233,427,356,203,Food,M,Mysore,45-50,49
394,363,179,242,Hacking,M,Bangalore,45-50,79
233,383,107,370,Lifestyle,F,Bangalore,65-70,56
394,228,103,199,Travel,F,Pune,65-70,67
394,391,219,405,Food,M,Mysore,55-60,99
320,208,322,296,Lifestyle,F,Chennai,45-50,35
379,337,259,350,Food,M,Delhi,40-45,59
371,444,116,407,Banking,M,Chandigarh,30-35,75
175,236,290,328,Travel,M,Jodhpur,65-70,45
317,366,237,375,Food,F,Pune,25-30,65
310,206,479,175,Hacking,F,Chandigarh,25-30,90
232,498,283,444,War,M,Mumbai,50-55,8
114,274,402,271,Hacking,M,Chennai,55-60,28
170,222,317,156,Lifestyle,M,Delhi,40-45,87
188,361,360,383,Travel,F,Mysore,55-60,3
468,172,156,235,War,F,Chennai,65-70,31
144,276,283,346,Banking,M,Bangalore,30-35,1
140,344,205,177,Travel,F,Bangalore,50-55,54
200,315,267,337,Travel,F,Chandigarh,30-35,25
482,308,205,349,Travel,M,Mysore,30-35,38
107,462,357,487,Hacking,F,Jaipur,20-25,12
118,157,238,374,Lifestyle,F,Chandigarh,35-40,66
106,100,259,483,Travel,F,Pune,20-25,44
125,190,169,431,Banking,F,Bangalore,35-40,12
469,394,366,351,Lifestyle,M,Chennai,55-60,27
240,455,172,467,Lifestyle,M,Chennai,40-45,15
365,286,437,136,Travel,M,Pune,40-45,49
245,354,351,465,Hacking,F,Jaipur,40-45,45
167,152,207,277,Travel,F,Chandigarh,55-60,54
249,209,359,388,Hacking,M,Mumbai,30-35,84
237,191,253,280,Food,M,Delhi,60-65,12
274,138,106,486,Hacking,F,Mumbai,55-60,44
385,193,428,223,Food,M,Chennai,60-65,14
349,328,112,384,Food,M,Chandigarh,35-40,80
390,210,166,378,Lifestyle,M,Delhi,20-25,94
325,204,197,466,War,M,Bangalore,65-70,43
474,101,417,282,Travel,F,Chennai,25-30,62
273,270,472,176,Hacking,F,Mysore,40-45,6
466,232,226,159,War,M,Chennai,25-30,79
329,484,190,279,Lifestyle,M,Chennai,20-25,43
337,394,287,379,Food,F,Mysore,25-30,77
390,314,219,421,Lifestyle,M,Mysore,20-25,15
302,247,133,202,Hacking,F,Mysore,40-45,56
135,192,299,215,Hacking,M,Delhi,35-40,4
369,406,464,136,War,F,Mumbai,55-60,2
184,298,154,182,Food,F,Pune,30-35,10
288,152,234,277,Food,F,Jodhpur,50-55,28
484,331,180,490,Travel,M,Delhi,45-50,23
460,411,215,115,Lifestyle,F,Mysore,55-60,28
192,346,416,420,Travel,F,Delhi,25-30,32
366,100,335,327,Hacking,M,Bangalore,60-65,57
346,337,435,340,Lifestyle,F,Chandigarh,45-50,34
388,143,370,290,Hacking,M,Pune,25-30,77
174,457,322,476,War,M,Mumbai,35-40,70
159,341,101,100,Lifestyle,F,Mumbai,55-60,66
272,317,261,290,Hacking,M,Pune,65-70,80
159,372,444,293,Travel,F,Mysore,30-35,63
440,164,337,499,Lifestyle,F,Pune,60-65,98
223,208,445,361,Banking,F,Jodhpur,45-50,0
325,265,178,106,Lifestyle,M,Pune,20-25,88
417,206,305,301,Banking,F,Pune,45-50,17
477,321,248,287,Lifestyle,M,Mysore,25-30,15
200,345,402,235,War,F,Delhi,30-35,13
243,249,468,401,Lifestyle,F,Jaipur,20-25,52
466,252,265,434,Lifestyle,M,Pune,25-30,87
153,128,435,153,Travel,F,Chandigarh,50-55,9
301,375,330,223,Hacking,M,Chennai,55-60,59
291,372,141,170,Hacking,F,Delhi,30-35,46
167,361,227,189,Hacking,M,Delhi,30-35,56
497,430,198,242,Travel,F,Mumbai,25-30,62
398,125,305,131,Food,F,Mumbai,65-70,0
132,272,275,143,Travel,F,Pune,30-35,7
287,194,263,440,Travel,F,Mumbai,55-60,8
495,159,357,166,Lifestyle,M,Bangalore,50-55,40
250,303,473,444,Hacking,F,Mumbai,30-35,69
341,268,270,142,Food,M,Jaipur,65-70,70
246,184,311,120,Banking,M,Jaipur,30-35,27
441,181,498,223,Banking,F,Mumbai,60-65,80
401,360,458,444,Banking,F,Bangalore,55-60,75
433,179,313,428,War,F,Pune,60-65,49
266,471,199,465,Travel,M,Mysore,50-55,57
438,369,376,105,Lifestyle,F,Mumbai,25-30,95
191,492,423,459,Banking,F,Mysore,60-65,15
439,430,368,458,Banking,F,Pune,65-70,1
440,305,447,203,Hacking,M,Mumbai,50-55,13
104,162,190,254,Banking,M,Jodhpur,65-70,13
167,431,387,477,Lifestyle,M,Pune,25-30,95
413,269,133,467,Hacking,F,Pune,40-45,6
334,367,489,341,Lifestyle,F,Chennai,55-60,89
336,399,321,130,War,F,Chennai,60-65,29
305,446,162,398,Lifestyle,M,Bangalore,50-55,33
333,152,371,152,Food,F,Jaipur,25-30,69
399,132,410,101,Travel,F,Pune,30-35,1
173,127,152,300,Food,F,Chandigarh,30-35,63
161,319,119,154,Lifestyle,M,Chennai,45-50,25
325,272,459,242,Banking,M,Jaipur,30-35,15
322,158,160,288,Banking,M,Chandigarh,50-55,5
407,126,366,472,Food,M,Chennai,30-35,62
474,321,162,319,Hacking,M,Bangalore,30-35,0
358,357,287,264,Hacking,F,Mumbai,30-35,57
127,400,461,100,Hacking,M,Delhi,45-50,84
338,204,136,132,Lifestyle,F,Chennai,50-55,47
271,108,436,400,War,M,Bangalore,40-45,14
115,452,356,281,Travel,F,Jodhpur,65-70,3
231,267,367,225,War,F,Bangalore,60-65,2
293,378,234,122,Hacking,F,Chandigarh,50-55,70
431,146,147,120,Travel,F,Chennai,50-55,45
494,212,336,395,War,F,Pune,30-35,30
438,454,191,143,War,M,Delhi,55-60,12
480,227,427,168,Banking,F,Bangalore,30-35,31
399,412,293,221,Lifestyle,F,Delhi,40-45,86
465,273,244,196,Banking,M,Pune,50-55,78
494,445,128,190,Travel,M,Bangalore,50-55,84
364,255,336,262,Travel,M,Jodhpur,30-35,20
137,200,393,345,Hacking,M,Mumbai,50-55,84
195,474,193,118,Travel,F,Jodhpur,35-40,48
297,241,222,219,Hacking,F,Pune,45-50,79
408,146,189,419,Food,F,Jaipur,45-50,84
174,130,111,288,Food,M,Mumbai,55-60,29
398,420,233,429,Hacking,F,Mumbai,35-40,61
285,204,341,324,Lifestyle,M,Mumbai,40-45,84
234,137,202,295,Hacking,M,Mumbai,55-60,30
473,396,326,323,Travel,F,Chandigarh,20-25,36
194,350,152,239,Hacking,M,Delhi,35-40,75
340,475,192,372,Food,M,Delhi,45-50,66
165,372,134,128,Travel,M,Mumbai,30-35,19
194,329,213,166,Hacking,F,Bangalore,45-50,66
481,315,487,487,Banking,F,Mumbai,25-30,54
354,128,293,346,Travel,M,Mumbai,40-45,93
327,220,499,377,War,M,Pune,60-65,60
194,367,420,423,Travel,F,Pune,40-45,13
212,221,226,277,War,M,Bangalore,25-30,1
349,146,112,367,Hacking,M,Jaipur,60-65,17
251,349,475,355,Banking,M,Delhi,30-35,57
239,329,344,156,War,F,Chennai,60-65,85
173,387,103,297,Lifestyle,M,Bangalore,25-30,53
176,371,372,264,Lifestyle,M,Jaipur,20-25,18
367,394,382,136,War,M,Pune,55-60,29
480,370,456,383,War,F,Jaipur,55-60,41
386,467,152,160,War,M,Jodhpur,20-25,87
448,310,201,359,Lifestyle,F,Chandigarh,60-65,80
357,374,481,241,Banking,F,Delhi,25-30,74
244,283,237,186,War,M,Mysore,55-60,74
156,319,491,148,Travel,M,Bangalore,45-50,53
465,494,169,488,Hacking,M,Chandigarh,55-60,67
143,306,379,440,Banking,M,Mumbai,35-40,16
234,455,176,100,Food,M,Chennai,65-70,17
259,216,459,400,Lifestyle,F,Chandigarh,45-50,99
291,460,222,107,War,F,Bangalore,60-65,10
153,179,256,349,Hacking,M,Bangalore,35-40,47
313,253,373,437,Lifestyle,F,Pune,50-55,23
147,317,453,481,Travel,F,Chennai,25-30,50
404,337,469,274,Travel,F,Mumbai,45-50,30
216,189,473,449,Hacking,M,Bangalore,55-60,90
222,362,428,442,Lifestyle,M,Chandigarh,30-35,91
211,300,214,114,Lifestyle,F,Pune,60-65,51
105,133,313,169,Banking,M,Pune,35-40,31
435,202,360,315,War,F,Chandigarh,40-45,56
341,223,376,413,Banking,M,Jaipur,30-35,39
293,318,289,410,War,F,Delhi,60-65,52
283,202,193,439,Travel,M,Jodhpur,35-40,29
264,170,305,382,War,F,Jodhpur,50-55,0
259,295,443,433,War,M,Mumbai,55-60,12
108,434,143,232,Hacking,M,Jaipur,40-45,82
142,464,256,385,Lifestyle,M,Jaipur,65-70,90
436,156,282,373,Travel,M,Delhi,65-70,93
224,470,159,262,Food,F,Pune,20-25,68
475,108,338,232,Banking,M,Bangalore,65-70,30
223,299,426,203,Lifestyle,F,Jaipur,45-50,38
485,368,329,372,Banking,M,Jodhpur,60-65,38
434,286,173,307,Hacking,F,Mumbai,45-50,71
411,322,246,484,Hacking,F,Chandigarh,45-50,22
231,164,146,250,Banking,F,Chennai,45-50,78
377,497,365,423,Travel,F,Chennai,50-55,0
340,335,446,182,Travel,F,Chandigarh,35-40,10
159,296,211,403,Lifestyle,F,Jodhpur,30-35,7
471,408,100,303,Lifestyle,M,Pune,20-25,26
197,452,492,299,War,F,Chennai,30-35,16
162,335,229,481,Travel,M,Chennai,60-65,30
364,455,320,266,Travel,M,Chandigarh,30-35,71
322,174,336,384,Hacking,M,Chandigarh,45-50,53
420,409,390,214,Lifestyle,F,Delhi,65-70,48
376,330,373,473,Travel,M,Mumbai,40-45,83
379,163,223,133,Banking,M,Bangalore,60-65,84
495,188,203,450,Hacking,F,Mumbai,55-60,4
440,367,175,132,Food,F,Chandigarh,50-55,49
190,162,487,358,Travel,F,Delhi,35-40,71
151,251,253,445,War,M,Jaipur,65-70,39
336,225,221,390,Food,M,Jodhpur,50-55,10
287,439,308,197,Travel,M,Chandigarh,45-50,17
263,158,242,446,Banking,F,Jodhpur,25-30,73
497,217,269,416,Travel,M,Chandigarh,55-60,49
320,420,369,358,Food,F,Bangalore,35-40,29
175,100,194,483,Lifestyle,F,Chennai,60-65,62
207,369,169,218,Food,F,Jodhpur,25-30,10
268,446,207,261,War,M,Mysore,60-65,25
240,152,418,254,Food,M,Jodhpur,45-50,35
330,221,253,317,Travel,F,Mumbai,45-50,96
142,297,429,215,Hacking,F,Jodhpur,60-65,33
473,423,152,262,Travel,F,Jodhpur,25-30,80
417,451,251,273,Lifestyle,M,Chennai,20-25,25
426,295,101,159,Banking,M,Jodhpur,45-50,29
217,419,351,332,Hacking,F,Delhi,40-45,93
189,105,169,343,Travel,M,Jodhpur,40-45,51
184,237,359,406,Food,F,Jodhpur,25-30,79
159,474,100,466,War,M,Pune,45-50,26
144,294,467,460,Banking,F,Mumbai,65-70,11
424,316,479,385,Lifestyle,F,Bangalore,60-65,86
320,358,401,335,Hacking,F,Chandigarh,25-30,85
148,243,381,372,War,M,Mysore,35-40,84
249,226,452,176,Lifestyle,F,Jodhpur,45-50,70
346,166,159,492,Lifestyle,M,Jodhpur,20-25,59
490,331,426,212,War,M,Mumbai,30-35,1
313,366,167,487,Lifestyle,F,Jodhpur,40-45,75
470,235,227,158,Travel,M,Pune,25-30,16
427,352,470,370,Hacking,M,Bangalore,60-65,98
318,277,257,315,Lifestyle,F,Jaipur,25-30,60
345,162,422,492,Banking,M,Mysore,45-50,40
192,327,166,440,Hacking,F,Pune,35-40,40
433,266,429,433,Travel,M,Bangalore,45-50,76
134,142,189,103,Banking,M,Jodhpur,40-45,59
394,245,490,329,Lifestyle,F,Bangalore,30-35,97
172,411,304,202,Food,M,Jodhpur,30-35,72
303,486,196,447,Travel,M,Pune,50-55,1
208,416,121,411,Banking,F,Bangalore,55-60,70
145,456,281,474,War,F,Mysore,45-50,20
461,304,198,285,Food,M,Jodhpur,55-60,9
245,257,167,166,Food,F,Jodhpur,25-30,75
229,123,388,122,Banking,F,Delhi,35-40,57
123,270,267,382,Banking,M,Mysore,50-55,22
353,203,386,186,Lifestyle,M,Jodhpur,20-25,76
140,193,438,410,Travel,F,Chennai,25-30,86
337,118,121,393,War,F,Mysore,45-50,95
234,475,228,125,Food,M,Mumbai,25-30,57
260,130,446,272,War,F,Mysore,60-65,69
180,426,397,449,Travel,F,Chennai,60-65,41
141,456,107,395,Food,F,Pune,60-65,23
358,356,403,140,Food,M,Pune,60-65,48
217,267,348,470,Lifestyle,M,Bangalore,60-65,14
401,110,232,457,Banking,F,Chennai,60-65,2
217,366,227,189,Hacking,F,Jaipur,65-70,40
346,386,105,282,Banking,M,Mysore,20-25,8
330,452,460,214,Hacking,F,Mysore,25-30,34
407,182,362,180,Travel,M,Chandigarh,30-35,71
271,472,249,192,Lifestyle,F,Mumbai,30-35,85
273,221,245,442,Banking,M,Mumbai,35-40,30
451,273,189,499,Lifestyle,F,Chandigarh,35-40,17
453,391,416,414,Travel,F,Delhi,65-70,92
498,114,293,235,Lifestyle,F,Chandigarh,30-35,8
485,408,495,191,Hacking,F,Mumbai,30-35,32
209,456,345,207,Banking,M,Jaipur,65-70,5
249,350,384,293,Banking,M,Bangalore,35-40,22
412,120,411,391,War,M,Chandigarh,40-45,80
185,343,335,175,Lifestyle,M,Mumbai,65-70,89
471,223,222,434,Lifestyle,F,Chandigarh,60-65,92
330,121,204,358,Lifestyle,M,Mysore,65-70,52
332,190,452,467,Banking,F,Bangalore,50-55,49
394,438,278,108,Travel,M,Bangalore,65-70,56
404,415,190,189,Hacking,F,Jaipur,35-40,85
449,310,318,113,Travel,F,Chennai,25-30,33
437,290,139,180,War,M,Mumbai,30-35,24
185,289,116,233,War,M,Chennai,35-40,73
221,168,487,435,War,F,Bangalore,65-70,55
201,212,278,462,War,M,Jodhpur,45-50,55
449,363,462,461,Banking,M,Delhi,25-30,83
397,455,304,118,Travel,F,Jaipur,35-40,42
231,415,489,185,Lifestyle,F,Bangalore,20-25,95
493,256,160,340,Banking,M,Mysore,40-45,17
295,350,232,330,Food,F,Delhi,60-65,60
485,420,451,396,Travel,M,Jaipur,40-45,39
163,421,241,477,Banking,F,Mumbai,25-30,54
145,334,232,405,War,M,Jaipur,60-65,51
205,251,372,131,Lifestyle,F,Jodhpur,60-65,19
205,418,380,168,Lifestyle,M,Mysore,60-65,9
112,496,454,335,Food,M,Chandigarh,35-40,94
408,388,135,427,Food,F,Bangalore,35-40,57
328,478,184,447,Food,M,Chandigarh,20-25,95
403,459,308,486,Lifestyle,M,Pune,35-40,39
276,242,397,373,War,M,Mumbai,55-60,59
299,485,357,303,Food,M,Pune,40-45,40
156,281,402,371,Banking,M,Jaipur,25-30,22
271,449,153,336,Lifestyle,F,Pune,45-50,29
310,111,179,276,Travel,F,Bangalore,30-35,1
281,424,487,125,Lifestyle,F,Chennai,20-25,12
436,482,187,374,War,F,Chandigarh,65-70,52
349,316,463,361,War,M,Jodhpur,65-70,66
281,338,429,480,Hacking,M,Mysore,45-50,80
426,366,467,368,Lifestyle,F,Jodhpur,60-65,1
449,138,475,224,War,F,Delhi,40-45,89
242,439,404,293,Food,F,Chennai,55-60,67
422,426,236,257,Banking,M,Jaipur,50-55,78
373,270,260,383,Lifestyle,M,Chennai,30-35,32
294,259,370,153,War,M,Delhi,20-25,23
394,159,375,145,Food,F,Delhi,25-30,9
299,127,123,105,Travel,M,Bangalore,55-60,90
454,346,198,447,Banking,F,Jaipur,45-50,82
401,488,206,392,Travel,F,Chandigarh,60-65,63
213,257,138,374,Banking,M,Chandigarh,45-50,80
471,190,220,386,War,M,Chandigarh,30-35,98
486,369,365,162,Banking,M,Jodhpur,50-55,24
179,319,239,250,Travel,F,Bangalore,45-50,26
386,410,300,133,Food,F,Chandigarh,20-25,49
345,177,314,167,Banking,F,Mysore,20-25,29
448,444,333,376,Lifestyle,M,Jodhpur,45-50,71
286,436,315,179,Travel,F,Bangalore,50-55,19
261,344,491,393,Food,F,Jodhpur,65-70,23
263,235,165,168,Lifestyle,M,Bangalore,35-40,6
446,430,321,187,Travel,M,Mumbai,20-25,35
102,414,349,287,Hacking,M,Chennai,20-25,59
337,411,209,202,Food,F,Mumbai,25-30,66
316,142,444,184,Banking,F,Jodhpur,60-65,1
381,107,155,330,Food,F,Mysore,60-65,90
143,372,179,181,Hacking,M,Mysore,40-45,36
253,200,215,317,Banking,M,Mysore,20-25,24
459,158,148,357,Banking,F,Pune,65-70,85
490,138,482,462,Food,F,Jaipur,55-60,64
289,261,375,131,Food,M,Pune,50-55,94
206,136,193,252,Lifestyle,M,Pune,65-70,1
424,222,356,381,Travel,F,Chandigarh,65-70,60
466,165,143,203,Travel,F,Chennai,45-50,69
342,181,232,157,War,F,Jodhpur,60-65,72
450,212,139,130,War,M,Delhi,65-70,87
338,250,193,497,Hacking,M,Mumbai,50-55,85
383,272,123,243,Banking,F,Mumbai,40-45,81
250,386,239,337,Lifestyle,F,Mysore,55-60,69
414,376,116,201,Hacking,M,Jaipur,50-55,82
115,459,130,225,Banking,F,Bangalore,55-60,74
325,158,358,340,Hacking,M,Bangalore,65-70,72
183,430,450,179,War,F,Mumbai,35-40,96
211,329,119,358,Food,F,Bangalore,50-55,56
350,210,473,154,Food,F,Bangalore,40-45,61
134,188,451,122,Food,M,Bangalore,50-55,75
310,331,348,416,Hacking,M,Chandigarh,45-50,12
424,482,257,247,Lifestyle,F,Mysore,45-50,2
470,429,127,387,Hacking,M,Bangalore,65-70,30
383,171,465,369,Hacking,F,Chandigarh,35-40,64
328,247,493,100,Banking,F,Mysore,20-25,94
381,424,449,394,Food,M,Jodhpur,20-25,70
263,327,468,355,Food,F,Chandigarh,60-65,58
406,198,432,175,Lifestyle,M,Delhi,30-35,28
184,211,428,397,Food,M,Bangalore,50-55,60
284,124,108,288,Travel,F,Delhi,65-70,22
201,131,257,185,Banking,F,Jaipur,50-55,82
197,387,343,340,War,F,Mumbai,40-45,59
456,253,405,221,Banking,M,Mysore,65-70,81
176,123,165,187,Hacking,M,Pune,40-45,30
413,144,146,149,Lifestyle,M,Bangalore,50-55,49
130,319,195,113,Hacking,F,Mumbai,30-35,83
196,222,363,276,Hacking,F,Jodhpur,20-25,86
368,216,488,298,Banking,M,Chandigarh,65-70,61
339,157,445,202,Hacking,F,Delhi,20-25,7
198,158,495,186,Travel,F,Jodhpur,20-25,0
203,132,178,409,Banking,M,Chandigarh,60-65,60
140,141,171,166,War,F,Chandigarh,30-35,73
286,360,496,265,War,F,Pune,30-35,42
199,489,324,481,Hacking,F,Pune,55-60,74
411,246,242,499,Food,M,Mumbai,35-40,66
138,165,314,270,Hacking,F,Chandigarh,20-25,59
434,321,153,389,Lifestyle,F,Pune,50-55,69
242,193,291,492,Banking,M,Jaipur,35-40,1
403,370,439,135,Lifestyle,M,Mysore,50-55,51
231,202,415,357,Hacking,F,Mysore,65-70,26
427,265,135,358,War,M,Pune,35-40,84
413,273,366,209,Banking,F,Bangalore,45-50,5
486,146,130,109,War,M,Delhi,45-50,19
393,104,437,366,War,F,Chennai,20-25,16
141,492,152,349,Food,F,Jaipur,20-25,57
389,402,468,346,Lifestyle,M,Bangalore,60-65,83
496,197,455,174,Travel,F,Jodhpur,40-45,75
318,494,324,273,Banking,F,Chennai,55-60,49
187,462,229,210,Banking,M,Mumbai,30-35,89
229,189,193,463,Lifestyle,F,Mysore,30-35,82
498,295,478,305,Lifestyle,F,Bangalore,60-65,87
216,450,285,226,Hacking,F,Pune,30-35,21
410,453,198,140,Food,F,Jodhpur,50-55,87
170,350,346,122,Lifestyle,M,Bangalore,50-55,98
189,134,372,276,Food,F,Mysore,60-65,36
189,257,216,193,Hacking,F,Delhi,65-70,55
387,461,121,280,Food,M,Bangalore,25-30,55
383,136,332,461,Lifestyle,M,Jodhpur,60-65,4
317,188,174,118,Travel,M,Pune,55-60,61
390,316,256,167,Travel,M,Mumbai,40-45,55
266,185,305,454,Food,M,Mysore,40-45,60
124,406,431,410,Hacking,F,Jodhpur,45-50,79
389,170,337,323,Banking,F,Pune,40-45,80
371,122,334,266,Travel,M,Pune,50-55,58
457,480,267,165,War,M,Jodhpur,65-70,9
164,379,384,204,Food,M,Pune,25-30,57
421,121,338,446,Lifestyle,F,Jaipur,50-55,97
215,300,229,201,Banking,M,Mumbai,55-60,45
328,494,219,438,Lifestyle,F,Jodhpur,25-30,43
130,438,205,165,Banking,M,Delhi,40-45,4
325,354,186,320,Banking,M,Chennai,40-45,1
395,253,425,132,Travel,M,Jodhpur,55-60,42
114,430,371,278,Banking,M,Bangalore,35-40,93
300,449,139,291,Lifestyle,F,Chennai,30-35,12
256,304,119,333,Hacking,M,Bangalore,55-60,80
413,115,419,399,Lifestyle,M,Chennai,30-35,5
277,491,340,487,Food,F,Jaipur,30-35,46
271,345,243,147,War,M,Mumbai,65-70,54
282,255,132,290,Banking,M,Pune,60-65,42
182,391,236,220,Banking,M,Bangalore,45-50,95
356,481,391,293,Banking,M,Jodhpur,25-30,89
171,166,136,273,Travel,M,Pune,45-50,93
480,172,286,119,Food,F,Pune,50-55,51
437,226,265,157,Food,F,Mumbai,65-70,27
380,376,363,101,Travel,M,Jaipur,65-70,99
275,336,446,297,Food,M,Delhi,20-25,45
389,368,233,442,Food,F,Chandigarh,30-35,28
284,333,356,376,War,M,Delhi,25-30,94
384,233,143,292,Food,M,Mumbai,45-50,33
111,242,457,419,Banking,M,Mumbai,25-30,37
103,494,450,130,Travel,M,Mysore,60-65,67
163,216,390,360,Travel,F,Jaipur,25-30,86
433,112,171,223,Hacking,M,Delhi,30-35,21
414,432,451,428,Banking,F,Jodhpur,45-50,80
309,234,236,290,Lifestyle,F,Delhi,30-35,76
103,212,147,476,Food,M,Chandigarh,65-70,73
241,176,235,389,War,M,Jodhpur,20-25,16
